combo,partner_crime,child_crime,stranger_crime,burglary_home_stranger,victim_male,victim_female,victim_unknown_sex,offender_male,offender_female,offender_unknown_sex,victim_minor,victim_adult,offender_minor,offender_adult
ALLEGHANY-VA-2018-8,14,15,9,0,14,24,0,58,20,0,11,26,11,26
ALLEGHANY-VA-2018-9,9,9,9,0,24,17,0,39,8,0,10,31,10,31
ALLEGHENY-PA-2018-1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
ALLEGHENY-PA-2018-3,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ALLEGHENY-PA-2018-4,0,0,0,0,0,1,0,0,1,0,0,1,0,1
ALLEGHENY-PA-2018-5,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ALLEGHENY-PA-2018-7,0,0,0,0,1,1,0,1,0,0,0,2,0,2
ALLEGHENY-PA-2018-8,1,0,0,0,0,1,0,1,1,0,0,1,0,1
ALLEN-IN-2018-1,0,0,0,0,1,0,0,7,4,0,0,1,0,1
ALLEN-IN-2018-10,2,3,2,0,1,2,1,32,11,0,2,1,2,1
ALLEN-IN-2018-11,3,4,0,0,1,6,0,10,1,0,0,7,0,7
ALLEN-IN-2018-12,0,2,0,0,4,3,0,27,9,0,0,6,0,6
ALLEN-IN-2018-2,0,0,0,0,37,1,0,62,3,0,0,38,0,38
ALLEN-IN-2018-3,0,0,0,0,3,1,0,10,8,0,0,4,0,4
ALLEN-IN-2018-4,0,0,0,0,4,0,0,31,8,0,0,4,0,4
ALLEN-IN-2018-5,0,0,0,0,0,1,0,16,8,2,0,1,0,1
ALLEN-IN-2018-6,0,1,0,0,4,6,0,16,6,0,0,8,0,8
ALLEN-IN-2018-7,0,1,1,0,3,1,0,18,4,0,0,4,0,4
ALLEN-IN-2018-8,0,0,0,0,1,2,0,20,5,0,0,3,0,3
ALLEN-IN-2018-9,3,3,1,0,3,4,0,46,4,0,3,4,3,4
ALLEN-KS-2018-1,13,6,14,0,33,31,0,89,38,0,7,57,7,57
ALLEN-KS-2018-10,16,14,13,0,38,29,0,73,35,0,3,64,3,64
ALLEN-KS-2018-11,6,6,5,0,43,38,0,67,39,0,2,79,2,79
ALLEN-KS-2018-12,15,13,12,0,46,33,0,112,22,0,2,77,2,77
ALLEN-KS-2018-2,9,8,9,0,19,23,0,66,31,0,6,35,6,35
ALLEN-KS-2018-3,21,12,12,0,22,36,0,51,22,1,7,47,7,47
ALLEN-KS-2018-4,9,9,12,0,42,40,0,78,37,1,13,69,13,69
ALLEN-KS-2018-5,9,5,8,0,36,28,0,53,19,1,2,61,2,61
ALLEN-KS-2018-6,12,13,7,0,46,76,0,148,29,2,6,116,6,116
ALLEN-KS-2018-7,11,9,10,0,39,38,0,59,44,0,5,72,5,72
ALLEN-KS-2018-8,13,12,11,0,30,36,0,62,30,0,1,65,1,65
ALLEN-KS-2018-9,10,9,15,0,44,36,0,49,20,0,7,73,7,73
ALLEN-KY-2018-1,3,5,3,0,45,15,0,52,25,0,2,58,2,58
ALLEN-KY-2018-10,13,13,11,0,26,26,0,45,16,0,9,43,9,43
ALLEN-KY-2018-11,1,12,6,0,25,24,0,31,22,0,4,36,4,36
ALLEN-KY-2018-12,1,6,1,0,27,20,0,38,23,0,0,47,0,47
ALLEN-KY-2018-2,0,0,0,0,18,9,0,22,15,0,0,26,0,26
ALLEN-KY-2018-3,10,28,25,0,26,54,0,63,48,0,15,50,15,50
ALLEN-KY-2018-4,3,19,5,0,38,29,0,46,28,0,6,57,6,57
ALLEN-KY-2018-5,10,14,9,0,42,40,0,62,39,0,12,59,12,59
ALLEN-KY-2018-6,10,9,3,0,19,25,0,41,17,0,2,40,2,40
ALLEN-KY-2018-7,4,7,2,0,31,32,0,50,23,0,7,54,7,54
ALLEN-KY-2018-8,5,6,4,0,29,17,0,67,18,0,6,40,6,40
ALLEN-KY-2018-9,30,43,16,0,51,46,0,57,39,0,10,87,10,87
ALLEN-OH-2018-1,5,11,4,0,18,12,8,24,9,8,1,33,1,33
ALLEN-OH-2018-10,1,4,1,0,18,19,2,24,14,10,0,39,0,39
ALLEN-OH-2018-11,1,10,1,0,15,19,5,34,17,7,7,28,7,28
ALLEN-OH-2018-12,0,8,0,0,11,15,2,17,20,1,0,26,0,26
ALLEN-OH-2018-2,2,14,1,0,18,13,2,28,6,4,3,30,3,30
ALLEN-OH-2018-3,2,15,3,0,25,18,4,31,15,6,4,42,4,42
ALLEN-OH-2018-4,6,13,7,0,26,24,0,30,16,15,8,42,8,42
ALLEN-OH-2018-5,5,14,8,0,23,19,1,29,16,7,1,38,1,38
ALLEN-OH-2018-6,3,11,3,0,20,15,9,19,19,11,4,37,4,37
ALLEN-OH-2018-7,7,27,2,0,26,31,4,34,18,17,9,49,9,49
ALLEN-OH-2018-8,8,9,5,0,14,29,0,24,8,10,2,40,2,40
ALLEN-OH-2018-9,5,15,4,0,14,19,2,30,15,8,7,28,7,28
ALLENDALE-SC-2018-1,2,2,0,0,6,6,0,8,1,7,0,12,0,12
ALLENDALE-SC-2018-10,8,6,9,0,16,15,1,13,4,21,0,31,0,31
ALLENDALE-SC-2018-11,2,2,5,0,8,15,0,9,4,29,1,22,1,22
ALLENDALE-SC-2018-12,4,4,5,0,9,14,0,15,0,15,2,21,2,21
ALLENDALE-SC-2018-2,1,2,3,0,19,9,0,16,5,17,1,26,1,26
ALLENDALE-SC-2018-3,8,8,7,0,6,6,0,13,0,7,0,12,0,12
ALLENDALE-SC-2018-4,2,2,4,0,6,11,1,8,3,12,0,17,0,17
ALLENDALE-SC-2018-5,3,5,5,0,9,14,0,13,5,10,5,17,5,17
ALLENDALE-SC-2018-6,4,4,2,0,4,25,0,20,3,18,0,25,0,25
ALLENDALE-SC-2018-7,7,5,8,0,17,17,0,22,4,19,1,31,1,31
ALLENDALE-SC-2018-8,7,6,7,0,17,13,0,17,3,20,1,28,1,28
ALLENDALE-SC-2018-9,5,4,5,0,7,8,0,10,2,17,1,14,1,14
ALPENA-MI-2018-1,7,4,26,0,37,45,0,82,43,0,3,79,3,79
ALPENA-MI-2018-10,21,21,28,0,66,58,0,109,44,0,16,106,16,106
ALPENA-MI-2018-11,14,16,29,0,28,35,0,59,33,0,13,50,13,50
ALPENA-MI-2018-12,9,11,21,0,53,22,0,81,34,0,13,62,13,62
ALPENA-MI-2018-2,9,14,27,0,27,40,0,59,39,0,10,57,10,57
ALPENA-MI-2018-3,13,25,20,0,31,42,0,75,40,0,9,64,9,64
ALPENA-MI-2018-4,11,9,28,0,32,43,0,82,29,0,11,64,11,64
ALPENA-MI-2018-5,11,11,33,0,45,40,0,86,36,0,1,84,1,84
ALPENA-MI-2018-6,5,8,16,0,31,29,0,47,22,0,9,49,9,49
ALPENA-MI-2018-7,11,15,26,0,48,54,0,112,24,0,14,88,14,88
ALPENA-MI-2018-8,17,16,42,0,68,61,0,138,40,0,22,107,22,107
ALPENA-MI-2018-9,11,10,27,0,62,53,0,106,24,0,12,102,12,102
AMELIA-VA-2018-1,1,2,1,0,22,9,0,43,5,0,0,31,0,31
AMELIA-VA-2018-10,3,3,8,0,24,17,0,31,19,0,2,39,2,39
AMELIA-VA-2018-11,4,4,7,0,31,27,1,12,6,0,7,51,7,51
AMELIA-VA-2018-12,6,3,9,0,19,12,0,27,10,0,1,30,1,30
AMELIA-VA-2018-2,14,10,8,0,16,25,0,27,19,0,3,38,3,38
AMELIA-VA-2018-3,9,10,11,0,9,23,2,24,10,0,5,28,5,28
AMELIA-VA-2018-4,9,11,29,0,32,26,0,43,13,0,4,54,4,54
AMELIA-VA-2018-5,6,2,11,0,23,19,0,27,17,0,13,28,13,28
AMELIA-VA-2018-6,6,5,4,0,16,15,0,19,7,0,1,30,1,30
AMELIA-VA-2018-7,2,6,4,0,17,30,0,58,8,0,5,41,5,41
AMELIA-VA-2018-8,7,7,6,0,17,13,0,27,11,0,4,26,4,26
AMELIA-VA-2018-9,5,5,15,0,20,22,0,27,14,0,4,37,4,37
AMHERST-VA-2018-1,14,11,8,0,35,27,0,37,29,6,4,53,4,53
AMHERST-VA-2018-10,15,12,11,0,35,39,0,53,20,9,3,71,3,71
AMHERST-VA-2018-11,5,4,5,0,24,31,0,22,20,15,6,45,6,45
AMHERST-VA-2018-12,12,13,16,0,68,43,1,49,18,31,0,111,0,111
AMHERST-VA-2018-2,13,7,8,0,22,16,0,44,20,5,3,35,3,35
AMHERST-VA-2018-3,6,3,5,0,14,20,0,31,25,8,3,28,3,28
AMHERST-VA-2018-4,10,8,7,0,27,11,0,32,20,3,1,36,1,36
AMHERST-VA-2018-5,16,13,9,0,22,31,0,40,20,11,5,47,5,47
AMHERST-VA-2018-6,18,13,10,0,44,43,0,58,28,18,6,81,6,81
AMHERST-VA-2018-7,21,11,9,0,46,30,1,53,18,21,4,69,4,69
AMHERST-VA-2018-8,26,24,26,0,50,30,0,74,21,11,8,67,8,67
AMHERST-VA-2018-9,10,5,5,0,32,30,1,48,19,14,3,58,3,58
ANDERSON-KS-2018-1,2,1,1,0,5,6,0,14,14,0,1,10,1,10
ANDERSON-KS-2018-10,3,2,0,0,7,17,0,19,14,0,2,22,2,22
ANDERSON-KS-2018-11,9,15,8,0,24,16,0,44,0,0,0,40,0,40
ANDERSON-KS-2018-12,1,2,2,0,2,6,0,9,6,0,0,8,0,8
ANDERSON-KS-2018-2,3,5,5,0,19,18,0,36,5,0,1,36,1,36
ANDERSON-KS-2018-3,5,6,5,0,15,32,0,39,34,1,0,47,0,47
ANDERSON-KS-2018-4,5,7,7,0,15,12,0,29,16,1,1,26,1,26
ANDERSON-KS-2018-5,5,3,9,0,20,12,0,34,14,0,5,27,5,27
ANDERSON-KS-2018-6,3,1,1,0,4,6,0,9,0,0,0,10,0,10
ANDERSON-KS-2018-7,11,8,9,0,14,29,1,43,27,0,2,41,2,41
ANDERSON-KS-2018-8,1,0,4,0,7,12,0,8,9,0,0,19,0,19
ANDERSON-KS-2018-9,7,5,4,0,7,11,0,10,12,0,1,17,1,17
ANDERSON-KY-2018-1,3,8,4,0,16,8,5,33,5,0,1,26,1,26
ANDERSON-KY-2018-10,2,5,2,0,15,26,0,44,25,0,4,37,4,37
ANDERSON-KY-2018-11,2,9,3,0,9,23,1,39,27,0,12,21,12,21
ANDERSON-KY-2018-12,1,5,3,0,4,15,0,34,7,0,2,17,2,17
ANDERSON-KY-2018-2,7,8,6,0,23,23,0,40,11,0,2,44,2,44
ANDERSON-KY-2018-3,3,8,3,0,32,12,2,33,16,0,1,42,1,42
ANDERSON-KY-2018-4,3,11,0,0,17,21,1,59,19,0,7,31,7,31
ANDERSON-KY-2018-5,4,1,3,2,30,25,0,33,12,0,3,52,3,52
ANDERSON-KY-2018-6,2,3,1,0,22,9,0,19,10,0,0,30,0,30
ANDERSON-KY-2018-7,4,3,0,0,35,29,0,31,46,0,1,61,1,61
ANDERSON-KY-2018-8,2,5,4,0,22,26,0,63,21,0,0,45,0,45
ANDERSON-KY-2018-9,1,1,1,0,13,7,0,35,10,0,1,19,1,19
ANDERSON-SC-2018-1,200,169,275,0,657,649,4,800,398,234,74,1213,74,1213
ANDERSON-SC-2018-10,190,152,302,0,661,680,0,917,430,296,105,1232,105,1232
ANDERSON-SC-2018-11,181,167,230,0,683,591,2,896,413,343,59,1204,59,1204
ANDERSON-SC-2018-12,182,119,242,1,588,571,4,843,388,262,55,1102,55,1102
ANDERSON-SC-2018-2,154,127,243,0,547,560,4,776,383,182,55,1044,55,1044
ANDERSON-SC-2018-3,204,153,310,0,617,698,0,906,414,256,115,1198,115,1198
ANDERSON-SC-2018-4,160,112,283,0,642,512,3,789,353,145,71,1072,71,1072
ANDERSON-SC-2018-5,206,160,257,0,658,753,1,964,415,313,64,1334,64,1334
ANDERSON-SC-2018-6,190,154,312,2,658,615,4,977,481,271,69,1200,69,1200
ANDERSON-SC-2018-7,199,138,278,1,818,637,5,1021,404,350,45,1359,45,1359
ANDERSON-SC-2018-8,232,183,272,0,731,667,1,942,441,357,63,1329,63,1329
ANDERSON-SC-2018-9,261,180,335,3,702,629,4,921,423,313,88,1240,88,1240
ANDERSON-TN-2018-1,40,43,62,0,116,84,1,167,84,82,16,184,16,184
ANDERSON-TN-2018-10,45,47,57,0,92,106,1,153,68,68,45,153,45,153
ANDERSON-TN-2018-11,20,14,57,0,97,79,1,158,57,36,35,140,35,140
ANDERSON-TN-2018-12,27,31,61,0,94,103,0,178,49,51,17,180,17,180
ANDERSON-TN-2018-2,29,15,41,0,85,86,0,153,85,44,19,151,19,151
ANDERSON-TN-2018-3,41,34,58,0,76,91,0,168,75,58,26,140,26,140
ANDERSON-TN-2018-4,37,42,44,1,110,100,0,196,106,57,18,191,18,191
ANDERSON-TN-2018-5,48,43,71,0,104,118,0,170,118,72,24,196,24,196
ANDERSON-TN-2018-6,24,21,26,0,97,87,1,177,95,51,6,177,6,177
ANDERSON-TN-2018-7,40,36,42,0,132,94,0,188,102,79,11,215,11,215
ANDERSON-TN-2018-8,36,27,41,0,100,90,0,132,74,79,14,175,14,175
ANDERSON-TN-2018-9,42,41,56,0,103,82,0,138,67,57,16,167,16,167
ANDERSON-TX-2018-1,17,11,11,0,39,69,0,82,23,0,4,103,4,103
ANDERSON-TX-2018-10,8,12,7,0,26,27,0,52,21,0,9,43,9,43
ANDERSON-TX-2018-11,13,9,10,0,34,30,0,47,22,0,3,61,3,61
ANDERSON-TX-2018-12,3,1,1,0,15,11,0,25,10,0,7,19,7,19
ANDERSON-TX-2018-2,11,4,3,0,20,33,0,56,29,0,5,48,5,48
ANDERSON-TX-2018-3,8,6,6,0,22,29,0,24,22,0,2,49,2,49
ANDERSON-TX-2018-4,9,9,9,0,21,31,0,39,17,0,2,50,2,50
ANDERSON-TX-2018-5,10,3,4,0,32,33,0,62,21,1,3,62,3,62
ANDERSON-TX-2018-6,12,9,6,0,28,44,0,38,38,0,5,67,5,67
ANDERSON-TX-2018-7,12,9,5,0,27,34,0,36,29,0,1,60,1,60
ANDERSON-TX-2018-8,10,5,8,0,14,33,0,39,20,0,3,43,3,43
ANDERSON-TX-2018-9,12,7,9,0,36,24,0,51,27,0,0,60,0,60
ANDROSCOGGIN-ME-2018-1,34,36,26,0,76,108,0,150,84,0,19,164,19,164
ANDROSCOGGIN-ME-2018-10,44,44,48,0,102,116,0,158,73,0,30,186,30,186
ANDROSCOGGIN-ME-2018-11,33,33,46,0,74,99,0,139,56,0,25,148,25,148
ANDROSCOGGIN-ME-2018-12,35,27,33,0,105,116,0,205,74,1,11,210,11,210
ANDROSCOGGIN-ME-2018-2,32,32,27,0,63,89,0,166,67,2,15,137,15,137
ANDROSCOGGIN-ME-2018-3,22,16,24,0,103,96,0,177,118,0,13,186,13,186
ANDROSCOGGIN-ME-2018-4,40,38,49,2,192,140,0,233,107,0,49,283,49,283
ANDROSCOGGIN-ME-2018-5,40,42,39,0,110,143,0,251,100,0,19,234,19,234
ANDROSCOGGIN-ME-2018-6,31,34,33,0,96,98,0,207,68,0,26,167,26,167
ANDROSCOGGIN-ME-2018-7,42,47,32,0,105,112,0,167,93,0,9,208,9,208
ANDROSCOGGIN-ME-2018-8,27,29,31,1,113,105,0,146,81,0,28,190,28,190
ANDROSCOGGIN-ME-2018-9,60,57,64,0,153,167,0,214,100,0,50,270,50,270
ANGELINA-TX-2018-10,0,0,0,0,4,1,0,4,0,0,0,5,0,5
ANGELINA-TX-2018-11,0,0,1,0,2,2,0,3,0,0,0,3,0,3
ANGELINA-TX-2018-12,0,0,1,0,4,1,0,1,1,0,1,4,1,4
ANTRIM-MI-2018-1,15,11,17,0,11,30,0,43,7,0,10,31,10,31
ANTRIM-MI-2018-10,14,11,8,0,24,23,0,32,10,0,5,42,5,42
ANTRIM-MI-2018-11,8,5,7,0,10,17,0,30,3,0,6,21,6,21
ANTRIM-MI-2018-12,9,4,9,0,20,15,0,19,10,0,2,33,2,33
ANTRIM-MI-2018-2,8,8,8,0,17,8,0,28,10,0,1,24,1,24
ANTRIM-MI-2018-3,16,12,17,0,31,23,0,44,17,0,8,46,8,46
ANTRIM-MI-2018-4,13,9,18,0,15,31,0,51,12,0,12,34,12,34
ANTRIM-MI-2018-5,12,8,16,0,27,31,0,39,12,0,5,53,5,53
ANTRIM-MI-2018-6,24,18,22,0,38,25,0,49,27,0,5,58,5,58
ANTRIM-MI-2018-7,21,9,13,0,28,26,0,38,6,0,0,54,0,54
ANTRIM-MI-2018-8,14,11,13,0,31,31,0,24,15,0,11,51,11,51
ANTRIM-MI-2018-9,9,7,7,0,19,21,0,35,12,0,2,38,2,38
APPANOOSE-IA-2018-1,9,7,9,0,26,14,0,34,20,0,2,38,2,38
APPANOOSE-IA-2018-10,11,14,18,0,27,44,0,45,29,1,2,69,2,69
APPANOOSE-IA-2018-11,1,1,1,0,5,8,0,6,1,0,1,12,1,12
APPANOOSE-IA-2018-12,1,1,1,0,0,3,0,2,0,1,2,1,2,1
APPANOOSE-IA-2018-2,7,5,6,0,28,36,0,48,8,0,2,62,2,62
APPANOOSE-IA-2018-3,2,4,1,0,17,18,0,17,6,0,1,34,1,34
APPANOOSE-IA-2018-4,15,12,13,0,30,41,0,67,26,2,6,65,6,65
APPANOOSE-IA-2018-5,8,6,9,0,28,32,0,50,36,3,3,56,3,56
APPANOOSE-IA-2018-6,23,20,29,0,63,36,0,99,47,3,14,85,14,85
APPANOOSE-IA-2018-7,6,5,4,0,21,22,0,30,8,0,2,41,2,41
APPANOOSE-IA-2018-8,3,1,8,0,15,10,0,30,10,2,3,22,3,22
APPANOOSE-IA-2018-9,5,3,2,0,13,16,0,26,9,3,3,26,3,26
APPOMATTOX-VA-2018-1,0,0,0,0,5,0,0,12,4,0,0,5,0,5
APPOMATTOX-VA-2018-10,9,9,1,0,5,15,0,32,9,1,8,12,8,12
APPOMATTOX-VA-2018-11,1,2,1,0,4,3,0,29,8,0,2,4,2,4
APPOMATTOX-VA-2018-12,1,0,1,0,2,3,0,32,23,0,0,5,0,5
APPOMATTOX-VA-2018-2,3,3,1,0,6,3,0,18,7,0,2,7,2,7
APPOMATTOX-VA-2018-3,10,10,6,0,9,6,0,24,6,0,1,14,1,14
APPOMATTOX-VA-2018-4,2,1,2,0,11,2,0,23,12,0,0,13,0,13
APPOMATTOX-VA-2018-5,0,0,1,0,7,4,0,16,7,1,0,10,0,10
APPOMATTOX-VA-2018-6,0,0,0,0,6,6,0,19,9,0,0,12,0,12
APPOMATTOX-VA-2018-7,0,1,0,0,7,3,0,27,5,0,0,10,0,10
APPOMATTOX-VA-2018-8,2,1,1,0,4,3,0,18,12,0,1,5,1,5
APPOMATTOX-VA-2018-9,4,5,4,0,7,5,0,23,11,0,4,8,4,8
ARAPAHOE-CO-2018-1,115,93,149,2,648,501,9,816,294,110,46,1112,46,1112
ARAPAHOE-CO-2018-10,117,90,167,8,767,574,4,894,315,87,50,1294,50,1294
ARAPAHOE-CO-2018-11,115,93,210,0,676,552,5,822,422,68,95,1128,95,1128
ARAPAHOE-CO-2018-12,123,113,173,0,679,524,22,898,346,64,63,1154,63,1154
ARAPAHOE-CO-2018-2,170,155,217,4,627,573,22,982,356,113,101,1119,101,1119
ARAPAHOE-CO-2018-3,104,85,184,0,749,670,120,984,530,88,59,1334,59,1334
ARAPAHOE-CO-2018-4,164,127,181,3,753,572,19,978,389,109,43,1288,43,1288
ARAPAHOE-CO-2018-5,136,133,165,2,708,524,8,945,347,105,56,1166,56,1166
ARAPAHOE-CO-2018-6,101,94,137,1,705,542,0,886,341,79,60,1172,60,1172
ARAPAHOE-CO-2018-7,132,119,204,3,880,678,11,1088,413,124,42,1499,42,1499
ARAPAHOE-CO-2018-8,163,147,260,1,759,518,12,869,370,101,78,1199,78,1199
ARAPAHOE-CO-2018-9,123,106,179,0,732,509,6,838,335,102,49,1193,49,1193
ARCHER-TX-2018-10,1,1,1,0,2,0,0,2,1,0,1,1,1,1
ARCHER-TX-2018-11,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ARCHER-TX-2018-12,1,0,0,0,2,1,0,3,0,0,0,3,0,3
ARCHER-TX-2018-7,1,1,1,0,0,4,0,1,2,0,1,3,1,3
ARCHER-TX-2018-8,2,2,2,0,1,8,0,5,3,0,2,7,2,7
ARCHER-TX-2018-9,0,0,0,0,0,1,0,2,1,0,0,1,0,1
ARCHULETA-CO-2018-1,7,8,6,0,19,16,0,18,14,2,1,33,1,33
ARCHULETA-CO-2018-10,11,12,12,0,29,8,1,25,7,2,0,38,0,38
ARCHULETA-CO-2018-11,10,9,13,0,15,28,0,28,19,0,7,34,7,34
ARCHULETA-CO-2018-12,6,6,8,0,13,22,0,25,11,0,5,30,5,30
ARCHULETA-CO-2018-2,6,10,1,0,7,18,0,35,2,2,0,25,0,25
ARCHULETA-CO-2018-3,18,17,16,0,27,10,0,36,1,3,1,36,1,36
ARCHULETA-CO-2018-4,8,4,7,0,10,16,0,14,13,1,0,26,0,26
ARCHULETA-CO-2018-5,4,4,8,0,14,10,0,17,13,1,1,23,1,23
ARCHULETA-CO-2018-6,15,12,14,0,12,21,0,30,6,1,3,30,3,30
ARCHULETA-CO-2018-7,9,9,21,0,27,26,0,27,23,5,3,50,3,50
ARCHULETA-CO-2018-8,9,5,9,0,24,23,0,34,14,0,0,47,0,47
ARCHULETA-CO-2018-9,7,6,11,0,19,19,0,21,17,2,0,38,0,38
ARENAC-MI-2018-1,23,19,26,0,19,39,0,35,37,0,5,52,5,52
ARENAC-MI-2018-10,4,2,4,0,6,4,0,9,5,1,0,10,0,10
ARENAC-MI-2018-11,2,3,2,0,7,3,1,7,6,2,3,7,3,7
ARENAC-MI-2018-12,6,6,6,0,9,14,0,14,8,4,2,21,2,21
ARENAC-MI-2018-2,6,10,14,0,52,13,0,102,14,2,6,59,6,59
ARENAC-MI-2018-3,8,5,3,0,11,11,0,23,12,0,2,20,2,20
ARENAC-MI-2018-4,15,16,24,0,22,21,0,37,11,0,7,36,7,36
ARENAC-MI-2018-5,10,9,8,0,15,13,0,35,6,0,3,25,3,25
ARENAC-MI-2018-6,14,11,26,0,21,21,0,34,22,0,1,41,1,41
ARENAC-MI-2018-7,8,10,15,1,23,19,0,36,18,0,4,38,4,38
ARENAC-MI-2018-8,9,5,15,0,27,20,0,42,9,1,2,45,2,45
ARENAC-MI-2018-9,6,3,17,0,18,21,0,16,23,6,0,39,0,39
ARKANSAS-AR-2018-1,22,26,47,0,69,63,0,83,41,36,1,125,1,125
ARKANSAS-AR-2018-10,23,29,40,0,62,42,2,108,39,26,7,95,7,95
ARKANSAS-AR-2018-11,8,16,26,0,44,52,0,77,20,16,6,90,6,90
ARKANSAS-AR-2018-12,12,20,39,0,59,75,3,95,34,39,6,128,6,128
ARKANSAS-AR-2018-2,14,17,24,0,40,50,2,55,21,32,7,84,7,84
ARKANSAS-AR-2018-3,22,29,49,0,44,56,0,63,33,23,3,97,3,97
ARKANSAS-AR-2018-4,18,27,33,0,47,55,1,79,31,27,4,95,4,95
ARKANSAS-AR-2018-5,25,28,51,0,51,68,0,97,29,29,8,111,8,111
ARKANSAS-AR-2018-6,6,11,27,0,39,50,2,77,24,29,2,87,2,87
ARKANSAS-AR-2018-7,12,23,28,0,61,56,0,76,31,40,4,113,4,113
ARKANSAS-AR-2018-8,4,5,22,0,57,70,0,72,42,38,10,116,10,116
ARKANSAS-AR-2018-9,17,25,42,0,54,62,1,83,27,35,4,108,4,108
ARLINGTON-VA-2018-1,47,62,92,0,289,264,0,600,156,13,49,497,49,497
ARLINGTON-VA-2018-10,69,75,126,1,332,295,1,586,155,10,63,546,63,546
ARLINGTON-VA-2018-11,57,51,83,0,276,289,22,505,140,11,23,526,23,526
ARLINGTON-VA-2018-12,39,42,83,0,242,268,18,516,167,11,23,477,23,477
ARLINGTON-VA-2018-2,50,47,64,0,280,288,0,443,178,38,41,500,41,500
ARLINGTON-VA-2018-3,52,57,72,0,275,260,0,552,183,13,29,492,29,492
ARLINGTON-VA-2018-4,57,50,88,0,282,230,2,550,141,17,31,467,31,467
ARLINGTON-VA-2018-5,73,68,102,0,287,268,13,476,177,23,31,502,31,502
ARLINGTON-VA-2018-6,70,70,82,0,315,256,12,477,165,7,29,516,29,516
ARLINGTON-VA-2018-7,54,62,80,0,367,282,7,477,124,22,16,618,16,618
ARLINGTON-VA-2018-8,56,52,75,0,314,270,6,546,146,17,19,553,19,553
ARLINGTON-VA-2018-9,74,73,97,0,314,251,4,514,140,13,39,505,39,505
ASCENSION-LA-2018-1,78,80,90,0,248,277,3,313,151,336,21,496,21,496
ASCENSION-LA-2018-10,70,76,128,0,307,304,4,372,157,381,45,567,45,567
ASCENSION-LA-2018-11,96,71,111,0,301,254,5,374,154,284,15,539,15,539
ASCENSION-LA-2018-12,107,91,120,0,293,277,10,355,199,338,34,538,34,538
ASCENSION-LA-2018-2,89,103,110,0,297,275,7,392,134,343,34,534,34,534
ASCENSION-LA-2018-3,108,110,147,0,288,333,7,385,191,330,30,587,30,587
ASCENSION-LA-2018-4,83,91,128,0,305,270,5,348,224,314,29,542,29,542
ASCENSION-LA-2018-5,90,89,162,0,330,312,2,382,198,363,52,582,52,582
ASCENSION-LA-2018-6,73,69,91,0,274,276,2,322,129,339,13,527,13,527
ASCENSION-LA-2018-7,97,83,121,0,294,286,8,364,155,356,41,531,41,531
ASCENSION-LA-2018-8,65,61,92,0,307,285,9,355,166,414,35,554,35,554
ASCENSION-LA-2018-9,118,129,194,0,322,314,2,421,207,335,60,562,60,562
ASHLAND-OH-2018-1,5,24,4,0,55,38,3,119,38,0,15,81,15,81
ASHLAND-OH-2018-10,12,34,9,0,54,49,0,124,71,13,20,67,20,67
ASHLAND-OH-2018-11,11,38,15,0,62,55,1,140,74,1,32,85,32,85
ASHLAND-OH-2018-12,12,42,9,0,80,54,3,222,76,9,32,94,32,94
ASHLAND-OH-2018-2,4,20,6,0,47,40,4,125,50,1,12,78,12,78
ASHLAND-OH-2018-3,11,22,18,0,34,31,11,128,42,0,19,57,19,57
ASHLAND-OH-2018-4,7,33,11,0,42,47,3,148,68,1,31,60,31,60
ASHLAND-OH-2018-5,12,27,14,0,59,77,12,211,56,0,13,129,13,129
ASHLAND-OH-2018-6,8,16,6,0,50,57,1,153,60,1,14,94,14,94
ASHLAND-OH-2018-7,11,45,18,0,135,115,1,266,104,0,39,207,39,207
ASHLAND-OH-2018-8,17,38,20,0,59,85,2,203,95,3,22,119,22,119
ASHLAND-OH-2018-9,12,39,9,0,52,77,3,177,52,1,30,101,30,101
ASHLEY-AR-2018-1,5,6,12,0,33,28,2,45,10,20,1,55,1,55
ASHLEY-AR-2018-10,7,7,10,0,40,38,0,58,26,15,8,64,8,64
ASHLEY-AR-2018-11,8,8,16,0,24,28,8,40,16,13,2,50,2,50
ASHLEY-AR-2018-12,6,4,10,0,37,24,1,40,9,26,2,59,2,59
ASHLEY-AR-2018-2,6,7,17,0,41,30,1,46,19,16,3,66,3,66
ASHLEY-AR-2018-3,5,5,16,0,29,43,3,49,17,19,0,70,0,70
ASHLEY-AR-2018-4,12,15,32,0,48,35,0,69,24,12,1,77,1,77
ASHLEY-AR-2018-5,13,12,36,0,43,45,0,45,32,20,3,75,3,75
ASHLEY-AR-2018-6,1,2,2,0,32,42,0,37,21,22,1,66,1,66
ASHLEY-AR-2018-7,3,3,11,0,42,29,0,42,15,20,6,65,6,65
ASHLEY-AR-2018-8,11,9,12,0,48,38,4,34,11,23,10,74,10,74
ASHLEY-AR-2018-9,2,2,19,0,18,37,4,33,20,15,2,55,2,55
ASHTABULA-OH-2018-1,15,27,22,0,64,74,0,118,48,5,7,131,7,131
ASHTABULA-OH-2018-10,16,27,11,1,77,50,0,129,46,8,6,121,6,121
ASHTABULA-OH-2018-11,15,44,25,0,55,90,0,92,53,4,28,117,28,117
